Marital status,Application mode,Course,Daytime/evening attendance	,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder
0,0,5,1,0,21,26,9,4,1,1,1,0,0
0,0,15,1,0,2,0,2,5,1,0,1,0,0
0,3,7,1,2,12,26,11,5,0,1,0,0,0
0,11,12,1,11,21,27,9,9,0,0,1,0,0
0,7,10,1,0,0,13,4,3,1,0,1,0,0
0,7,4,1,0,12,27,9,7,0,0,1,0,0
0,7,11,1,0,22,27,7,7,0,0,1,0,0
0,7,5,1,0,21,27,9,9,1,0,1,0,0
0,7,10,1,0,22,27,9,9,1,0,1,0,0
0,0,4,1,0,0,0,4,4,0,0,0,0,0
0,3,5,1,2,2,2,1,1,0,0,0,0,0
0,0,11,1,0,21,0,7,7,1,0,1,0,1
0,11,11,1,11,21,27,22,33,0,0,1,0,0
0,11,0,1,0,2,0,2,4,0,0,1,0,0
0,0,14,1,0,12,0,9,3,1,0,1,0,0
0,0,7,1,0,4,4,2,2,0,0,1,0,0
0,0,8,1,0,0,13,4,6,0,0,1,0,0
0,0,4,1,0,3,0,2,3,1,0,1,0,0
1,11,2,0,0,18,23,12,12,0,0,0,0,0
0,11,13,1,0,18,23,0,0,0,0,1,0,0
0,11,16,0,0,21,13,9,2,0,0,0,0,0
1,8,2,0,0,21,26,9,10,0,1,0,0,0
1,8,9,1,0,21,26,9,10,0,1,0,0,0
1,11,3,1,0,21,13,9,4,0,0,1,0,0
0,7,15,1,0,0,0,9,4,1,0,1,0,0
3,11,2,0,11,18,23,0,0,0,0,1,0,0
0,7,15,1,0,21,26,9,9,1,0,1,0,0
0,0,11,1,0,21,0,5,5,1,0,1,0,1
0,7,7,1,0,2,13,2,9,0,0,1,0,0
0,5,9,1,0,2,26,2,8,1,0,0,0,0
0,8,5,1,0,0,0,9,9,1,0,1,0,1
0,0,12,1,0,4,2,1,1,1,0,1,0,0
0,13,6,1,0,0,0,9,3,0,0,1,1,0
0,11,6,1,11,12,13,5,3,1,0,1,1,0
0,11,1,1,0,2,0,2,10,1,0,1,1,0
0,11,8,1,0,21,26,9,9,0,1,0,1,0
0,0,7,1,0,2,2,2,2,1,1,1,1,0
0,7,8,1,0,21,26,4,7,0,0,1,1,1
0,7,13,1,0,12,26,9,8,1,0,1,1,0
0,0,11,1,0,3,1,2,3,1,0,1,1,0
0,14,4,1,13,0,13,4,7,0,1,0,1,0
0,14,1,1,13,3,3,2,2,0,0,1,1,0
0,13,16,0,0,2,2,4,4,1,0,1,1,0
0,11,6,1,0,2,2,4,4,1,0,1,1,0
0,7,10,1,0,2,13,4,4,0,0,1,1,0
0,14,3,1,13,12,27,3,9,1,0,1,1,0
0,8,14,1,0,12,0,9,9,1,0,1,1,0
0,11,11,1,0,12,13,5,5,0,0,1,1,0
0,0,8,1,0,12,13,5,7,0,0,1,1,0
0,14,3,1,13,0,13,4,10,0,0,1,1,1
0,0,11,1,0,0,0,5,3,0,0,1,1,1
0,7,6,1,0,12,0,9,10,1,0,1,1,1
0,0,8,1,0,12,0,5,10,0,0,1,1,0
0,11,6,1,14,0,0,5,10,0,0,1,1,0
0,0,13,1,0,22,13,5,6,0,1,1,1,0
0,0,11,1,0,21,26,9,9,0,0,1,1,0
0,7,8,1,0,12,27,9,7,1,0,1,1,0
0,0,6,1,0,9,13,4,5,1,0,1,1,0
0,11,14,1,11,12,0,7,9,1,1,0,1,0
0,13,4,1,0,9,9,1,10,0,1,1,1,0
0,7,6,1,0,0,1,3,2,1,0,1,1,0
0,7,8,1,0,0,0,4,4,0,0,1,1,0
0,14,3,1,13,2,1,2,2,0,0,1,1,0
0,7,8,1,0,12,0,7,4,1,0,1,1,0
0,0,1,1,0,21,26,9,9,1,0,1,1,0
0,14,10,1,13,23,28,31,43,1,1,1,1,0
0,12,11,1,0,0,2,9,10,1,0,1,1,0
0,16,3,1,15,2,27,19,29,0,0,1,1,0
0,0,7,1,0,0,0,3,3,1,0,1,1,0
0,11,16,0,0,0,0,4,10,0,0,1,1,0
0,0,7,1,0,12,27,9,9,1,0,1,1,0
0,0,4,1,5,0,0,9,9,1,0,1,1,0
0,11,13,1,0,12,13,3,9,0,0,1,1,0
0,11,3,1,11,3,0,2,4,0,0,1,1,0
0,7,6,1,0,18,25,0,5,1,0,1,1,0
0,7,5,1,0,22,13,8,8,0,0,1,1,0
0,11,3,1,0,2,3,2,2,0,0,1,1,0
0,0,2,0,0,0,0,9,9,0,0,1,1,0
0,0,8,1,0,22,26,9,9,1,0,1,1,0
0,7,6,1,0,12,2,5,10,1,0,1,1,0
0,0,8,1,0,2,13,4,5,0,0,1,1,0
0,13,1,1,0,12,9,9,10,0,0,1,1,0
1,11,5,1,6,0,0,4,4,1,0,0,1,0
0,0,11,1,0,2,0,9,9,0,0,1,1,0
0,11,16,0,0,12,26,9,8,1,0,1,0,1
1,0,9,1,0,21,26,5,5,0,0,1,0,0
0,0,4,1,0,21,26,9,8,1,0,1,0,0
0,11,2,0,0,18,4,0,1,1,0,1,0,0
0,7,11,1,0,9,0,5,5,1,0,1,0,0
0,7,13,1,0,0,13,8,7,1,0,1,0,0
0,0,8,1,0,21,27,9,8,1,0,1,0,0
0,7,10,1,0,21,26,7,7,0,0,1,0,0
0,0,8,1,0,0,13,3,3,0,0,1,0,1
0,7,5,1,0,22,13,11,11,0,0,1,0,0
0,7,14,1,0,22,27,9,8,1,0,1,0,1
0,0,10,1,0,21,26,9,3,1,0,1,0,0
0,0,12,1,0,21,0,5,4,0,0,1,0,0
0,0,13,1,0,12,0,9,3,1,0,1,0,0
0,0,11,1,0,2,13,2,8,0,0,1,0,0
0,14,13,1,13,21,0,9,4,0,0,1,0,1
0,7,13,1,0,0,13,4,8,1,0,1,0,0
0,7,3,1,0,21,26,4,6,0,1,1,0,0
0,11,16,0,2,21,26,9,9,0,0,1,0,0
0,7,15,1,0,22,9,7,0,0,0,0,0,1
3,11,15,1,0,21,0,9,10,0,1,0,0,0
0,7,13,1,0,12,26,7,4,0,0,1,0,0
0,7,3,1,0,22,26,9,9,1,0,1,0,0
0,3,7,1,2,12,27,9,9,1,0,1,0,0
0,7,4,1,0,12,27,5,7,0,1,0,0,0
0,3,11,1,14,0,0,9,4,0,0,1,0,0
0,11,2,0,0,0,0,4,4,0,0,1,0,0
0,0,11,1,0,0,26,3,8,0,0,1,0,1
0,0,1,1,0,6,0,6,6,1,0,0,0,0
0,7,7,1,0,12,2,3,2,1,1,1,0,1
0,0,11,1,0,22,13,7,7,1,0,1,0,1
0,7,5,1,0,12,27,31,43,0,0,1,0,0
0,13,11,1,0,22,26,6,5,1,0,1,0,1
0,0,15,1,0,21,26,28,40,1,1,1,0,1
1,0,2,0,0,0,26,4,7,1,0,1,0,0
0,0,4,1,0,0,0,1,1,1,0,1,0,0
0,7,8,1,0,0,13,5,7,0,0,1,0,0
0,0,11,1,0,12,26,9,9,1,0,1,0,1
0,0,11,1,0,0,26,9,9,1,0,1,0,1
0,7,9,1,2,21,26,7,8,1,0,1,0,1
0,7,11,1,0,21,26,9,8,1,0,1,0,0
0,7,11,1,0,12,26,4,7,1,0,1,0,1
0,14,5,1,13,2,0,2,3,1,0,1,0,0
0,0,14,1,0,2,13,4,5,1,0,1,0,0
0,7,8,1,0,0,27,4,3,1,0,1,0,0
0,7,15,1,0,22,27,9,7,1,0,1,0,0
0,7,11,1,0,22,26,7,5,1,0,1,0,1
0,7,4,1,0,22,26,9,9,0,0,1,0,1
0,0,15,1,0,12,13,9,8,1,0,1,0,0
0,14,2,0,13,21,27,6,6,1,0,1,0,0
0,0,11,1,0,12,26,9,7,1,0,1,0,0
0,7,14,1,0,0,27,5,6,1,0,1,0,0
0,0,14,1,0,12,26,9,9,1,0,1,0,0
0,11,11,1,0,12,26,9,9,0,0,1,0,1
0,0,15,1,0,0,27,4,9,1,0,1,0,0
0,0,11,1,0,0,13,5,7,0,0,1,0,1
0,11,12,1,0,22,27,28,43,0,1,1,0,1
0,0,13,1,0,21,26,9,7,1,0,1,0,1
0,7,9,1,0,21,26,7,5,1,0,1,0,1
0,0,11,1,0,21,26,9,9,0,0,1,0,1
0,11,16,0,0,22,0,9,4,0,0,1,0,0
0,7,9,1,0,0,0,4,5,0,0,1,0,0
0,8,14,1,0,0,0,3,3,0,0,1,0,1
1,11,13,1,0,21,26,9,0,0,1,0,0,0
0,0,8,1,0,21,26,9,9,0,0,1,0,0
0,0,8,1,0,21,27,4,9,1,0,1,0,0
0,0,11,1,0,21,27,7,7,1,0,1,0,0
0,0,14,1,0,22,27,7,7,1,1,0,0,0
0,0,8,1,0,12,26,9,9,1,0,1,0,1
0,0,9,1,0,21,0,3,5,0,0,1,0,0
1,11,16,0,2,12,13,9,7,0,0,1,0,0
0,13,12,1,0,0,13,4,3,0,0,1,0,0
0,0,13,1,0,0,27,5,1,1,0,1,0,0
0,7,9,1,0,12,0,5,0,1,0,1,0,0
0,16,5,1,15,0,0,5,5,1,0,0,0,0
0,11,11,1,11,0,4,4,3,0,0,1,0,0
0,14,9,1,13,22,27,6,9,1,0,1,0,1
0,0,14,1,0,12,27,3,5,0,0,1,0,0
0,0,9,1,0,12,27,9,6,1,1,1,0,1
0,0,9,1,0,21,13,5,10,0,1,1,0,0
0,15,2,0,0,0,27,5,7,0,0,1,0,0
0,13,4,1,0,0,13,5,10,0,0,1,0,0
0,11,3,1,0,12,13,9,9,0,0,1,0,0
0,14,3,1,13,0,2,4,2,0,0,1,0,0
0,0,11,1,0,12,13,31,43,1,0,1,0,0
0,7,14,1,0,0,13,4,1,1,0,1,0,0
0,0,13,1,0,21,26,0,0,1,0,1,0,0
0,7,11,1,0,2,2,9,7,1,0,1,1,0
0,0,5,1,0,2,2,6,6,1,0,1,0,1
0,7,14,1,0,21,27,5,5,1,1,0,0,0
0,15,9,1,13,22,27,5,7,1,0,1,0,1
0,7,11,1,0,0,13,4,8,1,0,1,0,0
0,12,11,1,0,12,26,5,7,1,0,1,0,0
0,0,9,1,0,21,0,9,9,1,0,1,0,1
0,12,2,0,0,21,27,11,7,1,0,1,0,0
0,0,11,1,0,0,13,9,7,1,0,1,0,1
0,0,4,1,0,12,13,3,3,1,0,1,0,0
0,0,10,1,0,22,27,5,8,1,0,1,0,0
0,7,15,1,0,21,26,9,9,1,0,1,0,0
0,7,4,1,0,0,13,5,7,1,0,1,0,0
0,0,15,1,0,21,13,7,7,1,0,1,0,0
1,11,14,1,11,21,26,0,0,0,1,0,1,0
0,0,1,1,0,2,2,2,5,1,0,1,0,1
0,7,10,1,0,12,27,9,9,1,0,1,0,0
0,14,9,1,13,0,0,4,6,0,1,1,0,1
0,8,5,1,0,0,0,4,5,0,1,0,0,1
3,11,9,1,11,21,26,9,10,0,0,0,0,0
3,11,3,1,11,21,26,9,9,0,0,1,1,0
1,13,16,0,0,21,26,9,9,0,0,1,1,0
0,11,5,1,13,21,26,1,9,1,0,0,1,0
0,7,11,1,0,22,13,9,8,1,0,1,1,0
2,11,16,0,0,21,0,9,2,0,0,1,1,0
3,11,8,1,11,21,26,9,7,0,1,0,1,0
3,11,7,1,11,21,27,9,4,0,0,1,1,0
1,13,3,1,0,21,26,9,7,0,0,1,1,0
0,0,10,1,0,12,13,9,3,0,0,1,1,0
0,11,0,1,0,22,26,9,8,0,1,0,1,0
1,11,7,1,11,1,0,2,9,1,0,1,1,0
0,0,8,1,0,2,0,5,5,1,1,1,1,0
1,0,2,0,0,21,26,0,0,1,0,1,1,0
0,0,10,1,0,2,0,2,1,0,0,1,1,0
0,14,3,1,13,0,27,9,1,1,0,1,1,0
0,13,6,1,0,21,27,5,7,0,0,1,1,0
0,14,5,1,13,1,1,6,6,0,0,0,1,0
1,11,8,1,11,21,13,9,3,0,0,1,1,0
0,3,12,1,3,4,4,2,2,1,0,1,1,0
1,11,16,0,0,21,26,9,9,1,0,1,1,0
0,11,9,1,8,21,26,9,9,0,0,1,1,0
4,11,16,0,0,21,26,9,9,0,0,1,1,1
1,11,2,0,0,12,0,4,8,0,0,1,1,0
1,11,3,1,0,21,26,9,6,0,0,1,1,0
1,11,10,1,0,0,13,9,9,0,0,1,1,0
0,11,2,0,0,21,8,9,7,0,1,0,1,0
1,11,16,0,11,22,27,11,11,1,0,1,1,0
0,11,6,1,0,21,26,9,8,0,1,0,1,0
1,11,5,1,0,21,26,11,11,0,0,1,1,0
0,0,11,1,0,2,2,2,2,0,0,1,1,0
1,11,5,1,0,21,26,6,6,0,0,1,1,0
0,13,2,0,0,12,26,4,10,0,0,1,1,0
0,11,7,1,6,18,25,0,11,0,0,1,1,0
3,11,13,1,0,1,0,3,9,0,1,0,1,0
1,12,16,0,5,21,26,9,9,0,0,1,1,0
0,13,13,1,0,22,0,8,10,1,0,1,1,0
0,13,0,1,11,22,27,4,4,0,1,1,1,0
0,0,10,1,0,12,0,3,7,0,0,1,1,0
0,0,1,1,0,12,27,9,5,1,0,1,1,0
0,11,2,0,0,21,26,11,5,0,0,0,1,0
0,3,7,1,2,21,17,11,10,0,0,0,1,0
3,3,11,1,2,21,27,9,7,0,0,1,1,0
0,15,13,1,0,9,4,3,3,0,0,1,1,0
0,11,16,0,0,21,26,9,9,0,0,1,1,0
0,0,1,1,0,12,0,4,7,1,0,1,1,0
0,13,13,1,0,2,1,2,2,1,0,1,1,0
0,0,14,1,0,12,26,9,9,0,1,0,1,1
0,14,3,1,13,1,0,4,6,0,0,1,1,0
0,0,10,1,0,0,13,6,6,1,0,1,1,0
1,11,8,1,0,12,26,4,7,0,0,1,1,0
3,11,7,1,0,21,26,6,7,1,0,1,1,0
0,7,13,1,0,2,2,4,10,1,0,1,1,0
0,13,14,1,0,2,26,3,7,0,0,1,1,0
0,7,10,1,0,21,26,5,7,1,0,1,1,0
0,0,1,1,0,0,2,3,7,1,1,1,1,0
0,15,14,1,0,0,13,8,8,1,0,1,1,0
0,0,4,1,0,12,13,9,7,1,0,1,1,0
0,0,10,1,0,2,2,2,2,0,0,1,1,0
0,7,11,1,0,2,2,3,3,1,0,1,1,0
0,11,16,0,0,0,13,4,8,0,0,1,1,0
0,11,14,1,8,0,0,9,9,1,0,1,1,0
1,13,3,1,0,0,0,4,5,1,0,0,1,0
0,15,3,1,13,0,13,4,4,1,1,0,1,0
0,13,5,1,0,22,27,9,6,1,0,1,1,0
0,11,13,1,5,0,0,11,3,1,0,1,1,0
0,0,11,1,0,0,0,5,3,1,0,1,0,0
0,0,13,1,0,22,26,5,5,1,0,1,0,0
0,0,4,1,0,21,26,9,9,1,1,1,0,1
0,12,11,1,0,21,26,3,3,1,0,1,0,1
1,11,16,0,11,12,26,7,9,0,1,0,0,0
0,0,4,1,0,21,26,9,9,1,0,1,1,1
0,0,1,1,0,0,13,4,5,1,1,0,1,0
0,5,13,1,0,0,0,9,5,0,1,0,1,0
0,13,16,0,0,21,1,9,4,1,0,0,1,0
0,0,10,1,0,0,0,3,3,1,0,1,1,0
1,13,8,1,0,21,26,9,9,1,0,1,0,0
0,7,3,1,0,2,2,2,2,0,0,1,1,0
0,2,1,1,0,2,13,1,10,1,0,1,1,0
1,13,2,0,11,21,26,9,9,1,0,1,1,0
0,5,8,1,0,0,2,29,3,0,1,1,1,0
1,14,2,0,13,0,0,5,5,0,0,1,1,0
0,0,8,1,0,22,27,5,10,0,0,1,1,0
0,14,7,1,13,0,0,4,4,1,0,1,0,0
0,3,16,0,14,0,26,4,1,0,0,1,0,0
1,11,2,0,0,21,26,9,7,0,0,1,1,0
0,7,13,1,0,12,13,5,5,1,0,1,1,0
0,0,5,1,0,0,0,9,9,1,0,1,0,1
0,7,14,1,0,0,13,5,5,1,0,1,0,0
0,0,11,1,0,0,13,4,9,1,0,1,0,0
0,0,9,1,0,22,0,4,10,1,0,1,0,0
0,0,5,1,0,2,0,2,8,1,0,1,0,0
0,14,5,1,13,0,0,4,7,1,1,1,0,0
0,13,5,1,0,1,0,4,4,0,0,1,0,0
0,0,1,1,0,2,1,4,2,1,0,1,0,0
0,7,15,1,0,2,2,17,23,0,0,1,0,0
0,7,14,1,0,0,13,5,5,1,0,1,0,1
0,7,14,1,0,22,27,7,7,1,0,1,0,1
0,7,13,1,0,0,0,5,4,1,1,1,0,0
0,0,11,1,0,12,26,3,8,0,0,1,0,1
0,0,11,1,0,2,2,1,3,1,0,1,0,0
0,0,14,1,0,0,23,9,9,1,0,1,0,1
0,0,9,1,0,0,0,1,1,1,0,1,0,0
0,0,4,1,0,2,2,1,2,1,0,1,0,0
0,0,11,1,0,2,0,4,5,0,0,1,0,0
0,2,5,1,0,21,26,0,11,0,1,1,0,1
0,7,1,1,0,12,0,5,4,1,0,1,0,1
0,7,14,1,0,0,13,9,9,0,0,1,0,1
0,11,11,1,0,2,2,2,2,0,0,0,1,0
0,7,9,1,0,0,29,9,2,0,0,1,0,1
0,7,9,1,0,2,0,2,5,1,0,1,0,0
0,0,14,1,0,12,13,3,3,0,0,1,0,1
0,0,14,1,0,22,27,5,8,1,0,1,0,1
0,14,4,1,0,0,0,9,8,1,0,1,0,0
0,8,11,1,0,0,0,4,8,1,0,1,0,0
0,0,7,1,0,0,26,9,9,1,0,1,0,1
0,0,15,1,0,2,0,3,7,1,0,1,0,0
0,16,4,1,15,24,13,3,5,1,0,0,0,1
0,0,9,1,0,12,0,9,8,1,1,0,0,0
0,7,8,1,0,12,13,5,5,1,0,1,0,0
0,0,14,1,0,22,27,9,9,1,0,1,0,0
0,0,15,1,0,0,2,5,3,0,0,1,0,0
0,7,8,1,0,12,0,9,3,1,1,1,0,0
0,7,4,1,0,0,27,3,5,1,0,1,0,1
0,0,7,1,0,2,2,2,10,0,1,0,0,0
0,0,14,1,0,0,2,4,7,1,0,1,0,0
0,0,4,1,0,2,0,9,3,1,0,1,0,0
0,0,9,1,0,0,0,9,4,1,1,0,0,1
0,7,15,1,0,12,27,5,7,1,0,1,0,1
0,7,11,1,0,12,27,9,9,0,0,1,0,1
0,0,11,1,0,2,3,3,3,0,0,1,0,0
0,0,15,1,0,12,2,4,4,0,0,1,0,0
0,15,8,1,0,0,0,4,4,0,0,1,0,0
0,7,4,1,0,0,26,4,5,0,0,1,0,0
0,6,4,1,0,0,0,4,4,1,0,1,0,0
0,7,11,1,0,12,26,3,5,1,0,0,0,1
0,0,2,0,0,18,26,9,11,1,0,1,0,0
0,0,8,1,0,12,13,9,9,1,0,1,0,1
0,0,1,1,0,9,13,9,3,1,0,1,0,0
0,0,5,1,0,0,13,4,7,1,0,1,0,0
0,0,9,1,0,12,13,9,9,1,0,1,0,1
0,8,14,1,0,0,0,9,9,1,0,1,0,1
0,7,13,1,0,0,2,4,3,1,0,1,0,0
0,7,15,1,0,0,0,5,7,1,0,1,0,0
0,0,4,1,0,0,2,9,7,1,0,1,0,1
0,0,11,1,0,12,13,4,5,1,0,1,0,0
0,13,13,1,0,2,13,3,5,0,0,1,0,0
0,7,10,1,0,23,2,3,3,1,0,1,0,0
0,11,9,1,6,18,23,0,0,0,0,1,0,0
0,13,7,1,0,0,2,9,2,0,1,1,0,0
1,11,7,1,0,21,26,9,6,0,0,1,1,0
1,11,6,1,0,21,26,11,5,1,0,1,1,0
0,0,6,1,0,2,0,3,4,1,0,1,1,0
0,7,6,1,0,2,2,3,4,1,0,1,1,0
0,15,12,1,0,0,26,23,43,1,0,1,1,0
0,14,7,1,13,2,0,2,8,0,0,0,1,0
0,0,8,1,0,22,0,3,10,1,0,1,1,0
0,0,8,1,0,2,2,9,9,0,1,0,0,0
0,7,8,1,0,2,0,3,4,0,0,0,1,0
0,11,7,1,0,2,23,3,0,0,1,0,1,0
0,0,11,1,0,21,27,9,5,1,0,1,0,0
0,0,9,1,0,22,23,9,9,1,0,1,0,0
0,0,1,1,0,21,26,9,8,1,1,0,0,1
1,11,16,0,0,0,0,31,22,0,0,1,0,0
0,7,8,1,0,12,13,9,9,0,0,1,0,0
0,0,5,1,0,0,0,2,5,1,0,1,0,0
0,7,11,1,0,0,13,4,4,0,0,1,0,1
0,0,11,1,0,2,2,1,1,1,0,1,0,0
0,2,15,1,0,12,13,4,5,1,0,1,0,0
0,0,9,1,0,12,13,9,9,1,0,1,0,1
1,11,11,1,0,0,13,9,9,0,0,1,1,1
0,7,6,1,0,12,13,5,5,1,1,0,1,0
0,0,14,1,0,0,28,4,1,1,0,1,1,0
0,0,9,1,0,0,13,4,3,1,0,1,1,0
0,11,3,1,8,21,0,9,10,0,0,1,1,0
0,2,6,1,0,12,26,4,6,1,0,1,1,0
0,0,14,1,0,18,27,0,3,0,0,1,1,0
0,8,6,1,0,0,1,5,4,1,0,1,1,0
0,11,8,1,8,12,27,9,9,1,1,0,1,0
0,14,4,1,13,0,13,5,8,0,0,1,1,0
0,11,13,1,0,22,13,9,8,0,1,0,1,0
0,14,5,1,13,0,0,5,4,1,0,0,1,0
0,0,11,1,0,0,0,4,10,1,0,1,1,1
0,11,6,1,2,0,27,11,11,0,0,1,1,0
0,11,6,1,11,21,27,3,7,0,0,1,1,1
0,8,10,1,0,12,13,4,5,0,0,1,1,0
0,0,1,1,0,12,0,9,7,0,0,1,1,0
0,0,10,1,0,0,0,28,43,0,0,1,1,0
1,11,6,1,0,18,23,0,0,1,0,1,1,0
0,12,16,0,0,12,13,5,5,0,0,1,1,0
0,0,12,1,0,0,0,1,1,0,0,1,1,1
0,0,3,1,0,0,13,31,44,0,1,1,1,0
0,0,11,1,0,22,27,9,9,0,0,1,1,1
0,7,4,1,0,22,13,9,9,0,0,1,1,1
0,11,12,1,0,12,13,4,5,0,0,1,1,1
0,0,13,1,0,12,13,7,10,0,0,1,1,0
0,14,4,1,13,12,0,9,3,1,0,1,1,0
0,7,4,1,0,22,27,9,8,1,0,1,1,1
0,0,1,1,0,2,1,2,5,1,0,1,1,0
0,11,3,1,0,12,26,9,6,0,1,0,1,0
0,11,3,1,0,21,26,4,7,0,1,0,1,0
0,6,11,1,0,1,27,4,9,1,0,1,0,1
0,12,14,1,5,18,23,0,0,1,0,1,0,0
0,6,14,1,0,22,11,0,0,1,0,1,0,0
0,13,9,1,0,21,26,9,7,1,0,1,0,1
0,0,11,1,0,12,13,4,7,0,0,1,0,1
0,0,14,1,0,22,27,9,5,0,0,1,0,1
0,0,14,1,0,0,13,9,9,1,0,1,0,0
0,11,1,1,0,21,27,27,43,0,0,0,0,0
0,13,11,1,0,21,26,9,9,1,0,1,0,1
0,3,2,0,2,21,9,9,4,0,0,0,0,0
0,12,5,1,13,0,0,4,7,1,0,1,0,0
1,14,16,0,13,0,26,4,9,0,0,0,0,0
0,7,14,1,0,21,26,5,5,0,0,1,0,0
0,13,4,1,13,12,26,5,9,1,0,1,0,1
0,0,10,1,0,22,13,9,5,1,0,1,0,0
0,7,13,1,0,12,13,7,7,0,0,1,0,1
0,7,8,1,0,12,13,9,7,0,0,1,0,0
0,13,9,1,0,22,27,5,5,0,0,1,0,1
0,3,11,1,2,21,27,7,7,1,0,1,0,0
0,0,11,1,0,21,0,9,4,1,0,1,0,1
0,0,8,1,0,12,13,9,9,1,0,1,0,0
0,0,11,1,0,0,0,5,5,1,0,1,0,1
0,0,13,1,0,0,0,7,7,1,0,1,0,0
0,7,9,1,0,12,27,7,6,1,0,1,0,1
0,7,9,1,0,12,0,5,5,1,0,1,0,0
0,0,1,1,0,22,13,7,10,0,0,1,0,0
0,0,15,1,0,21,26,9,5,0,0,1,0,0
0,0,5,1,0,12,0,5,4,1,0,1,0,0
1,11,16,0,0,21,26,9,9,0,0,0,0,0
3,11,2,0,0,21,26,9,7,0,0,1,0,0
0,11,11,1,0,21,26,9,6,0,0,1,0,0
0,5,14,1,0,12,13,4,5,1,0,1,0,0
1,11,16,0,0,18,23,11,11,1,0,1,0,0
1,11,2,0,6,21,26,8,10,1,0,1,0,0
1,14,3,1,13,21,27,9,4,0,0,1,0,0
5,11,2,0,0,21,0,9,7,0,0,1,0,1
3,11,2,0,11,21,26,9,3,0,0,1,0,1
0,11,2,0,0,21,26,9,9,0,0,1,0,1
0,7,9,1,0,0,2,4,2,1,0,1,0,0
0,11,11,1,11,21,26,9,6,0,0,0,0,1
3,11,16,0,0,21,26,9,9,0,0,1,0,0
0,11,11,1,0,21,26,9,7,1,0,1,0,1
0,3,5,1,2,12,14,4,11,1,0,1,0,0
1,11,2,0,0,21,26,6,8,0,1,1,0,0
0,11,5,1,0,21,13,28,34,1,1,1,0,0
0,0,9,1,0,12,26,0,0,1,0,1,0,0
0,0,8,1,0,21,27,7,7,1,0,1,0,0
0,0,15,1,0,12,27,9,9,0,0,1,0,1
1,3,13,1,2,21,26,7,7,0,0,1,0,0
1,11,8,1,0,21,26,9,9,1,0,1,0,0
0,11,11,1,0,2,0,2,5,1,0,1,0,0
0,0,1,1,0,0,0,3,3,1,0,1,0,0
0,11,11,1,11,22,27,9,9,0,0,1,0,0
0,14,16,0,13,21,26,6,6,0,0,1,0,0
0,0,14,1,0,12,27,4,10,1,0,1,0,0
3,11,2,0,11,21,26,11,7,0,0,0,0,0
0,0,14,1,0,12,13,5,5,1,0,1,0,0
0,0,9,1,0,21,13,9,4,1,0,1,0,1
1,11,9,1,11,21,26,9,9,1,0,1,0,0
0,3,5,1,2,0,13,9,10,0,0,1,0,0
0,6,12,1,0,21,26,9,7,1,0,1,0,1
0,7,10,1,0,21,26,7,7,1,0,1,0,0
0,0,8,1,0,2,13,3,3,0,1,1,1,0
0,7,14,1,0,2,4,0,2,1,0,0,1,1
1,13,13,1,0,18,23,0,0,0,0,1,1,0
0,11,8,1,0,21,2,9,2,0,0,1,1,0
0,11,16,0,0,21,26,9,9,1,0,1,1,0
1,11,16,0,0,21,26,9,9,0,1,0,1,0
0,14,3,1,13,0,13,4,8,0,0,1,1,0
0,8,11,1,0,12,0,1,10,0,0,1,0,0
0,12,6,1,0,2,0,2,9,1,0,1,1,0
0,7,13,1,0,0,0,4,11,1,0,1,1,0
0,7,14,1,0,12,26,9,9,0,0,1,1,1
0,0,14,1,0,22,0,9,4,1,0,1,1,0
0,0,8,1,0,0,13,5,5,1,0,1,1,1
0,0,13,1,0,10,8,0,0,1,0,0,1,0
0,11,13,1,0,18,23,0,0,1,0,0,1,0
0,13,8,1,0,21,26,9,9,0,0,1,1,0
0,0,7,1,0,2,0,2,4,0,0,1,1,0
0,0,6,1,0,22,27,5,5,0,0,1,1,0
0,0,14,1,0,0,2,3,7,1,0,1,1,1
0,14,3,1,13,3,0,2,8,0,0,1,1,0
1,11,16,0,0,12,26,9,5,0,0,0,1,0
0,11,3,1,8,21,13,9,10,0,0,1,1,0
1,11,16,0,0,18,23,0,0,1,0,0,1,0
0,11,6,1,0,0,27,3,5,0,0,1,1,0
0,13,13,1,0,18,23,0,0,0,0,1,1,0
3,12,8,1,0,21,27,7,3,1,0,1,1,0
1,11,6,1,11,21,26,7,7,0,0,0,1,0
1,13,15,1,0,21,26,7,7,0,0,1,1,0
1,11,16,0,0,21,13,9,3,0,0,1,1,0
0,7,6,1,0,0,13,9,3,1,1,0,1,0
0,11,11,1,11,22,27,9,8,1,0,1,1,0
1,0,5,1,0,12,13,29,28,0,0,1,1,1
0,11,16,0,11,12,26,7,5,1,1,0,1,0
0,8,3,1,0,0,27,9,6,0,0,1,1,0
0,12,6,1,5,19,24,6,6,1,0,1,1,0
1,11,16,0,0,12,13,4,4,0,0,1,1,1
0,0,14,1,0,0,27,4,5,0,0,1,1,0
1,11,16,0,0,22,27,9,3,0,0,1,1,0
0,0,8,1,0,0,0,2,10,0,0,1,1,0
0,0,11,1,0,12,13,3,3,0,0,1,1,0
0,3,3,1,3,0,0,4,6,0,0,1,1,0
0,7,4,1,0,0,0,5,0,1,0,1,1,0
0,0,9,1,0,1,1,3,4,1,0,1,1,0
